Exercise Number,Question Text,Chapter_name
Exercise 16.61,"Define your own version of make_shared. 16.5 Template Specializations It is not always possible to write a single template that is best suited for every possible template argument with which the template might be instantiated. In some cases, the general template definition is simply wrong for a type: The general definition might not compile or might do the wrong thing. At other times, we may be able to take advantage of some specific knowledge to write more efficient code than would be instantiated from the template. When we can't (or don't want to) use the template version, we can define a specialized version of the class or function template. Our compare function is a good example of a function template for which the general definition is not appropriate for a particular type, namely, character pointers.Wed like compare to compare character pointers by calling strcmp rather than by comparing the pointer values. Indeed, we have already overloaded the compare function to handle character string literals ($ 16.1.1, p. 654):",Templates
Exercise 16.62,Define your own version of hash<Sales_data> and define an unordered_ multiset of Sales_data objects. Put several transactions into the con- tainer and print its contents.,Templates
Exercise 16.63,"Define a function template to count the number of occurrences of a given value in a vector. Test your program by passing it a vector of doubles, a vector of ints, and a vector of strings.",Templates
Exercise 16.64,Write a specialized version of the template from the previous exercise to handle vector<const char+> and a program that uses this specialization.,Templates
Exercise 16.65,In  16.3 (p. 698) we defined overloaded two versions of debug_rep one had a const char+ and the other a char + parameter. Rewrite these functions as specializations.,Templates
Exercise 16.66,What are the advantages and disadvantages of overloading these debug_rep functions as compared to defining specializations?,Templates
Exercise 16.67,"Would defining these specializations affect function matching for debug_rep? If so, how? If not, why not?.",Templates
Exercise 17.1,"Define a tup1e that holds three int values and initialize the members to 10, 20, and 30.",Specialised Library Facilities
Exercise 17.2,"Define a tuple that holds a string, a vector<string>, and a pair<string, int>.",Specialised Library Facilities
Exercise 17.3,Rewrite the TextQuery programs from $ 12.3 (p. 484) to use a tup1e instead of the QueryResu1t class. Explain which design you think is better and why,Specialised Library Facilities
Exercise 17.4,Write and test your own version of the f indBook function.,Specialised Library Facilities
Exercise 17.5,Rewrite findBook to return a pair that holds an index and a pair of iterators.,Specialised Library Facilities
Exercise 17.6,Rewrite findBook so that it does not use tuple or pair.,Specialised Library Facilities
Exercise 17.7,Explain which version of f indBook you prefer and why..,Specialised Library Facilities
Exercise 17.8,"What would happen if we passed Sales_data () as the third param- eter to accumul ate in the last code example in this section?. 17.2 The bitset Type In $ 4.8 (p. 152) we covered the built-in operators that treat an integral operand as a collection of bits. The standard library defines the bi tset class to make it easier. to use bit operations and possible to deal with collections of bits that are larger than the longest integral type. The bitset class is defined in the bit set header. 17.2.1 Defining and Initializing bitsets Table 17.2 (overleaf) lists the constructors for bit set. The bitset class is a class template that, like the array class, has a fixed size (S 9.2.4, p. 336). When we define a bitset, we say how many bits the bitset will contain: bitset<32 > bitvec (1U); // 32 bits; low-order bit is 1, remaining bits are 0 The size must be a constant expression (S 2.4.4, p. 65). This statement defines bitvec as a bitset that holds 32 bits. Just as with the elements of a vector, the bits in a bitset are not named. Instead, we refer to them positionally. The bits are numbered starting at 0. Thus, bitvec has bits numbered 0 through 31. The. bits starting at 0 are referred to as the low-order bits, and those ending at 31 are. referred to as high-order bits. Initializing a bitset from an unsigned Value. When we use an integral value as an initializer for a bitset, that value is con- verted to unsigned long long and is treated as a bit pattern. The bits in the bitset are a copy of that pattern. If the size of the bitset is greater than the number of bits in an unsigned 1ong 1ong, then the remaining high-order bits",Specialised Library Facilities
